SL_NO	DATE_REC	FROM	CITY	PURPOSE	CHK_NO	CHK_DT	CURRENCY	AMOUNT	J_NO	EMAIL	SLNO1
3407	6/3/2013	Higgnbothams	Chennai	subscription	001228			2525.00			13F
3408	6/3/2013	Total	RR Dist	subscription	004999			270.00			13F
3409	6/3/2013	DPU	Pune	Advertisement	009042			18000.00			13F
3410	6/3/2013										13F
3411	6/4/2013	CGCRI	Kolkata	subscription	BANKTRANSFER			2250.00			13F
3412	6/4/2013	Warsi	Nagpur	subscription	MO			400.00			13F
3413	6/4/2013	Shantha Clg of edn	Okkur	subscription	MO			500.00			13F
3414	6/4/2013	Vidyanath Jha	Bihar	subscription	BANKTRANSFER			4000.00			13F
3415	6/4/2013	Vaidyanathan	Chickbalapur	subscription	BANKTRANSFER			400.00			13F
3416	6/4/2013	NRIP		subscription	BANKTRANSFER			1500.00			13F
3417	6/4/2013	Amitava Sarkar	Cooch	subscription	000582			400.00			13F
3418	6/4/2013	Chakraborty	Cooch	subscription	000584			650.00			13F
3419	6/4/2013	Prime Mag Subs	Delhi	subscription	264761			4230.00			13F
3420	6/4/2013	IBH	Chennai	subscription	291601			360.00			13F
3421	6/4/2013	Sri Vyasa NSS Clg	Thrissur	subscription	408582			5250.00		mail@srivyasanss.ac.in	13F
3422	6/4/2013	Venktramani	Navi Munmbai	subscription	807361			1650.00			13F
3423	6/4/2013	Rajghat Besant School	Varanasi	subscription	035497			500.00			13F
3424	6/4/2013	GKVK	Bang	subscription	BANKTRANSFER			5200.00			13F
3425	6/4/2013	JNC	Bang	Advertisement	200683			24000.00			13F
3426	6/4/2013	Dash	Varanasi	Advertisement	000084			1750.00			13F
3427	6/4/2013	KV	Chennai	subscription	282950			2000.00			13F
3428	6/4/2013	HSS	Chennai	subscription	016202			675.00			13F
3429	6/4/2013	PDM Clg of Engg	Bahadurgarh	subscription	647963			3350.00			13F
3430	6/4/2013	HSS	Chennai	subscription	016204			360.00			13F
3431	6/5/2013	HSS	Chennai	subscription	016203			270.00			13F
3432	6/5/2013	Total	New Delhi	subscription	004659			6300.00			13F
3433	6/5/2013	Total	New Delhi	subscription	004413			3600.00			13F
3434	6/5/2013	Total	New Delhi	subscription	005153			270.00			13F
3435	6/5/2013	Sri Chhatrapati Shovaji Clg	Osmanabad	subscription	MO			1500.00			13F
3436	6/5/2013	Goa College Pharmacy	Panaji	subscription	BANKTRANSFER			1500.00			13F
3437	6/5/2013	CFTRI	Mysore	subscription	BANKTRANSFER			5300.00			13F
3438	6/5/2013	Sangeeta Patnaik	Odisha	subscription	389800			1000.00	retd short payment		13F
3439	6/5/2013	St Xaviers Clg	Kottayam	subscription	673581			4800.00			13F
3440	6/5/2013	GMIT	Kolkata	subscription	094222			6450.00		principal@gmitkolkata.org	13F
3441	6/5/2013	Univ of Delhi	Delhi	subscription	890276			1750.00		venkatesup@hotmail.com	13F
3442	6/5/2013	TIFR	Mumbai	year bk request							13F
3443	6/5/2013	Knowledge Library (38490)	Ujjain	subscription	BANKTRANSFER			3105.00			13F
3444	6/5/2013	Kan Biosys P Ltd	Pune	subscription	BANKTRANSFER			4700.00			13F
3445	6/5/2013	BB Mahavidyalaya	Amgaon	subscription	BANKTRANSFER			1500.00		bhawabhuti@yahoo.co.in	13F
3446	6/5/2013	nOST	Pune	Advertisement	340308			7000.00			13F
3447	6/5/2013	Sharma	Jabalpur	Reprints	BANKTRANSFER			900.00			13F
3448	6/5/2013	Shri Chhatrapati Shivaji	Osmanabad	subscription	MO			1500.00			13F
3449	6/5/2013	Magazine World	Anand	subscription	006925			270.00			13F
3450	6/5/2013	India Met Dept	Kolkata	subscription	BANKTRANSFER			3400.00		calweather@vsnl.com	13F
3451	6/6/2013	Biyani Girls College	Jaipur	subscription	BANKTRANSFER			1750.00		pinky84gautam@yahoo.com	13F
3452	6/6/2013	Vijay	Trivandrum	subscription	655677			500.00			13F
3453	6/6/2013	Nangal	Shillong	subscription	611332			1000.00		mangal@nehu.ac.in	13F
3454	6/6/2013	CNA	New Delhi	subscription	406413			4950.00			13F
3455	6/6/2013	GG Books & periodicals	Mumbai	subscription	164495			1665.00			13F
3456	6/6/2013	Beant Clg of Engg	Gurdaspur	subscription	228890			1200.00			13F
3457	6/7/2013	Byrappa	Mysore	Advertisement	708159			5250.00			13F
3458	6/7/2013	Pragati Clg of arts & Commerce	Dombivli	subscription	282050			1300.00			13F
3459	6/7/2013	Central Library	Gwalior	subscription	235003			1250.00			13F
3460	6/7/2013	Jiwaji Univ	Gwalior	subscription	235003			1250.00			13F
3461	6/7/2013	Jyothi	Bang	subscription	374733			1333.00			13F
3462	6/7/2013	Vikram Univ	Ujjain	subscription	747539			1650.00		rakeshcverma@yahoo.com	13F
3463	6/7/2013	LV Prasad Eye Inst	Hyd	Advertisement	006971			12000.00			13F
3464	6/7/2013	Spring Dale Sr School	Amritsar	subscription	125640			2700.00			13F
3465	6/7/2013	IASST	Guwahati	subscription	289625			5650.00			13F
3466	6/7/2013	Unique	Chennai	subscription	593848			3600.00		umi.infobook@gmail.com	13F
3467	6/7/2013	KGD Arts Comm Sci Clg	Nashik	subscription	205806			1300.00	HINDI		13F
3468	6/7/2013	Dalima Inst of Sci Inmdus Res	Rajgangpur	subscription	695529			4400.00	HINDI	info@dalmiainstitute.in	13F
3469	6/7/2013	Tausco Sub Agency	New Delhi	subscription	456432			2700.00			13F
3470	6/7/2013	Dhande	Katraj	subscription	049690			800.00			13F
3471	6/7/2013	NAm College	Kannur	price details							13F
3472	6/10/2013	CMS	Pune	Advertisement	062273			5250.00			13F
3473	6/10/2013	iCSCCB	Pune	Advertisement	222924			12000.00			13F
3474	6/10/2013	IIT Raj	Jodhpur	subscription	608483			15750.00			13F
3475	6/10/2013	ISRO HQ	Bang	Advertisement	467131			40000.00			13F
3476	6/10/2013	Fathima Memorial Trg Clg	Kollam	subscription	748969			900.00		fathimabed@gmail.com	13F
3477	6/10/2013										13F
3478	6/10/2013	Informatics	Bang	subscription	022057			4635.00			13F
3479	6/10/2013	Pradeep Pai	Mangalore	subscription	678296			700.00			13F
3480	6/10/2013	Anna Univ	Trichy	subscription	514514			500.00		jothivenkat@yahoo.com	13F
3481	6/10/2013	Bangalore City College	Bang	subscription	104247			4800.00			13F
3482	6/10/2013	Ismail	Maduraisubcription	subscription	770650			500.00			13F
3483	6/10/2013	Kalladi Clg	Palakkad	subscription	889220			6350.00		info@meskalladicollege.org	13F
3484	6/10/2013	North Gujarat Univ	Patan	subscription	039996			6350.00		lib@ngu.ac.in	13F
3485	6/10/2013	Israel	Madurai	subscription	770649			760.00			13F
3486	6/10/2013	Dr PKMahavidyalaya	Sangli	subscription	827758			400.00		sambhajibamane@yahoo.com	13F
3487	6/10/2013	Vijoy Subs	Kolkata	subscription	049071			540.00		vijoyaphsd@vsnl.net	13F
3488	6/10/2013	CICR	Nagpur	subscription	842081			700.00		cicmgp@rediffmail.com	13F
3489	6/10/2013	Udai Pratap College Lib	Varanasi	subscription	151958			2950.00			13F
3490	6/10/2013	Centre for Lan Warfare Studies	Delhi	subscription	370073			4080.00			13F
3491	6/10/2013	Myslim Assoc Clg of Engg	Trivandrum	subscription	792308			2700.00		principal@macev.org	13F
3492	6/10/2013	Clg of Forestry	Sirsi	subscription	451896			1800.00		alcofs@gmail.com	13F
3493	6/10/2013	CSE	New Delhi	Advertisement	804644			7000.00			13F
3494	6/10/2013	Central Univ	Thiruvarur	Advertisement	363776			9000.00			13F
3495	6/10/2013	EEE Dept	Coimbatore	Advertisement	802408			500.00			13F
3496	6/10/2013	LV Prasad Eye Inst	Hyd	Advertisement	006971			12000.00			13F
3497	6/10/2013	BIET	Jhansi	subscription	008828			1000.00		dean@bietjhs.ac.in	13F
3498	6/10/2013	RD International School	Erode	subscription	863491			2000.00		info@rdins.in	13F
3499	6/10/2013	Bansal Book Distb	Ghaziabad	subscription	000441			990.00		bansalbooks@yahoo.com	13F
3500	6/10/2013	GGSEST Campus	Jharkhand	subscription	558455			1050.00			13F
3501	6/10/2013	Regional Occup Centre	Kolkata	subscription	863187			4000.00	HINDI		13F
3502	6/10/2013	Govt Clg of Engg & Leather Tech	Kolkata	subscription	720532			13400.00			13F
3503	6/10/2013	Siliguiri Inst of Tech	Dajeeling	subscription	710938			2250.00		sittechno@rediffmail.com	13F
3504	6/11/2013	Mukherjee	Kolkata	subscription	478524			1250.00			13F
3505	6/11/2013	Inst of Chem Tech	Mumbai	Advertisement	607904			4000.00			13F
3506	6/11/2013	BST Clg	Sangamner	subscription	154307			3450.00		smbst_22@yahoo.com	13F
3507	6/11/2013	Arun B	Pune	subscription	110285			3080.00			13F
3508	6/11/2013	Pavan K	Hyd	subscription	431232			400.00	retd insuff funds		13F
3509	6/11/2013	Shailesh	Nashik	subscription	970628			1750.00			13F
3510	6/12/2013	Inst of Chem Tech	Mumbai	subscription	607906			1250.00			13F
3511	6/12/2013	Mohammadiay ainst	Khammam	subscription	439440			400.00			13F
3512	6/12/2013	Consortium Bks	Allahabad	subscription	052368			1755.00			13F
3513	6/12/2013	Noble Infotech	Hyd	subscription	909754			8550.00		info@nobleinfotech.in	13F
3514	6/12/2013	Globe Suns	Hyd	subscription	BANKTRANSFER			2835.00		globesubage@sify.com	13F
3515	6/12/2013	Kamla Raja Girls PG College	Gwalior	subscription	939597			1500.00			13F
3516	6/12/2013	MESMSPS Clg for W	subcription	064957							13F
3517	6/14/2013	THSTI	Gurgaon	Advertisement	688296			5250.00			13F
3518	6/14/2013	INAE	New Delhi	Advertisement	979160			12000.00			13F
3519	6/14/2013	AIRDAS	Delhi	Advertisement	603256			10200.00			13F
3520	6/14/2013	Clg of Pharmacy	Dharwad	subscription	733309			4000.00			13F
3521	6/14/2013	Sree SCASCW Clg	Tumkur	subscription	469672			3300.00		sscasc.women@gmail.com	13F
3522	6/14/2013	Sangam School of Excellence	Bhilwara	subscription	616755			2450.00		neelam.dholpuriya@sangamschoolbhilwara.com	13F
3523	6/14/2013	Santhokosh Mahavidyalaya  (1788)	Murunu	subscription	346846			4775.00	HINDI		13F
3524	6/14/2013	IIT Gandhinagar	Ahmedabad	subscription	BANKTRANSFER			3300.00		librarian@iitgn.ac.in	13F
3525	6/14/2013	CS Pochee & Son	Mumbai	subscription	701728			1350.00			13F
3526	6/14/2013	Cs Pochee & son	Mumbai	subscription	701733			360.00			13F
3527	6/14/2013	Idhaya Clg of Arts & Sci for W	Puducherry	subscription	317645			3200.00	43-44 retd not in favour		13F
3528	6/14/2013	Total Library	New Delhi	subscription	005274			270.00			13F
3529	6/14/2013	Total	New Delhi	subscription	004766			6300.00			13F
3530	6/14/2013	SNP IT Umrakh	Surat	subscription	504362			300.00			13F
3531	6/14/2013	Sri Vidya Mandir Arts Sci Clg	Krishnagiri	subscription	209041			1850.00		principlasvmc@gmail.com	13F
3532	6/14/2013	MG Univ	Kottayam	Invoice						mgulperd@gmail.com	13F
3533	6/14/2013	Creative Bks Periodicals	Mumbai	subscription	773143			1350.00			13F
3534	6/14/2013	JP Clg of Engg	Tenkasi	subscription	009274			1150.00		info@jpcollege.org	13F
3535	6/14/2013	A&  Periodicals	New Delhi	subscription	818686			3600.00			13F
3536	6/14/2013	MESMSPS Clg for W	Chikmabalaur	subscription	064957			2250.00		mesmspsckm@gmail.com	13F
3537	6/14/2013	Jagannath Barooah Cl	Jorhat	subscription	352529			4800.00			13F
3538	6/14/2013	Keala Univ	Kerala	subscription	576205			4150.00		kulibperiodicals@gmail.com	13F
3539	6/14/2013	A-Z periodicals	Nandyal	subscription	794018			2950.00			13F
3540	6/14/2013	Apex	Mumbai	subscription	305048			2295.00			13F
3541	6/14/2013	Subs Centre	Ahmedabad	subscription	783806			5130.00			13F
3542	6/14/2013	Padmashree Inst of Mgm Sci	Kengeri	subscription	600522			2000.00		pgibangalore@gmail.com	13F
3543	6/14/2013	MDPG Clg	Pratapgarh	subscription	378948			2500.00			13F
3544	6/14/2013	MIA	Chennai	subscription	950098			7650.00			13F
3545	6/14/2013	BIRAC	New Delhi	Invoice						sagarwal.birac@nic.in	13F
3546	6/14/2013	Praveena	Visak	Advertisement	601679			4000.00			13F
3547	6/14/2013	Dubey C M PG Clg	Bilaspur	subscription	774998			6100.00	RETD SHORT PAYMENT		13F
3548	6/14/2013	Union Christain Clg (Master Comp Appl)	Ernakulam	subscription	753495			2400.00		mcaucc@gmail.com	13F
3549	6/14/2013	MIA	Chennai	subscription	950153					360	13F
3550	6/14/2013	St Comund Clg	Shillong	subscription	091959			500.00			13F
3551	6/14/2013	Sandpan	Thane	subscription	044949			650.00	retd insuff funds		13F
3552	6/14/2013	Monfort Methschool	Fergudi	subscription	MO			500.00			13F
3553	6/14/2013	Airads	Delhi	Advertisement	603259			10200.00			13F
3554	6/14/2013	Fx olytechnic Clg	Tirnulveli	subscription	567534			2950.00			13F
3555	6/14/2013	Gujarat Trust	Ahmedabad	subscription	000959			4500.00			13F
3556	6/17/2013	Inst of Chem Tech	Mumbai	subscription	982110			5250.00			13F
3557	6/17/2013	Clg of Engg	Nashik	subscription	161907			400.00		principal@kbtcoe.org	13F
3558	6/17/2013	Walchand Clg of Arts & Sci	Solapur	subscription	458414			700.00			13F
3559	6/17/2013	Jyoti Nivas PU Clg	Bang	subscription	112902			4800.00			13F
3560	6/17/2013	Swami Dev Dyal Inst of Engg & Tech	Panchkula	subscription	000106			2750.00			13F
3561	6/17/2013	St Thomas Clg	Ranni	subscription	227244			4800.00			13F
3562	6/17/2013	Globe	New Delhi	subscription	075408			675.00			13F
3563	6/17/2013	Armu Public School	Guwahati	subscription	887352			2950.00			13F
3564	6/17/2013	Seshad[uram Clg	Bang	subscription	130327			4800.00		principalspmcollege @gmail.com	13F
3565	6/17/2013	Sarwati Vidya Mandi	Karad	subscription	051989			500.00	HINDI		13F
3566	6/17/2013	Sr Josephs Clg of Arts & Sci	Cuddalore	subscription	024848			4150.00			13F
3567	6/17/2013	Base;ius Clg	Kottayam	Invoice						kuriakose.beena@gmail.com	13F
3568	6/17/2013	Shetty	Mangalore	Advertisement	087439			7000.00			13F
3569	6/17/2013	AIMS	New Delhi	Advertisement	156517			5250.00			13F
3570	6/17/2013	BHU Varnasi	Varnasi	Advertisement	343592			5250.00			13F
3571	6/17/2013	Kongu Engg Clg	Erode	subscription	139448			400.00		keclib@kongu.ac.in	13F
3572	6/17/2013	Sri Sayyed Clg	Aurangabad	subscription	747086			2000.00			13F
3573	6/17/2013	TSR TBK Degree P Clg	Visak	subscription	003478			2600.00			13F
3574	6/17/2013	Chest Res Found	Pune	Advertisement	008634			9000.00			13F
3575	6/17/2013	Gandhigram Rural Inst	Chinnalapati	subscription	698993			650.00			13F
3576	6/17/2013	Central Lib	Belgaum	subscription	493626			400.00			13F
3577	6/17/2013	New Cape Polytechnic	Aralvaoimozhi	subscription	381213			500.00			13F
3578	6/18/2013	Indo German Sci Tech	Gurgaon	Advertisement	466928			20000.00			13F
3579	6/18/2013	CSSRI	Bharuch	subscription	355616			4000.00			13F
3580	6/18/2013	Anna Medical Clg & Res Centre	Mauritius	subscription	312260			300.00		amcrclibrary@gmail.com	13F
3581	6/18/2013	Sri Indu Clg of Engg	RR Dist	subscription	588922			3300.00			13F
3582	6/18/2013	Dnyanasadhana Clg	Thane	subscription	607348			4800.00			13F
3583	6/18/2013	Vijaya Clg	Mulki	subscription	090122			1250.00			13F
3584	6/18/2013	"Clg of Edn , Calicut Univ"	Kavaratti	subscription	754346			1500.00			13F
3585	6/18/2013	Rajarshi School of Mgm & tech	Varanasi	subscription	152051			1220.00		amit.singhrsmt@gmail.com	13F
3586	6/18/2013	Total Library Solutions	New Delhi	subscription	004862			3600.00			13F
3587	6/18/2013	Total	New Delhi	subscription	004112			3960.00			13F
3588	6/19/2013	BISR	Jaipur	Advertisement	417554			4000.00			13F
3589	6/19/2013	RDH Girls Clg	Guwahati	subscription	053505			4800.00		nabajyotidaslib@gmail.com	13F
3590	6/19/2013	DS Subs Agency	Allahabad	subscription	508651			630.00		dssubagency@gmail.com	13F
3591	6/19/2013	Rajajinagar Clg of Edn	Bang	subscription	620646			500.00			13F
3592	6/19/2013	Surya	Bang	subscription	002368			540.00			13F
3593	6/19/2013	Jagans Clg of Engg & tech	Nellore	subscription	144064			900.00			13F
3594	6/19/2013	Prashanth	Bang	subscription	358266			400.00			13F
3595	6/19/2013	Ubniv of Hyd	Hyy	subscription	859109			500.00			13F
3596	6/19/2013	Gujarat Univ	Ahmedabad	subscription	196369			2350.00			13F
3597	6/20/2013	CSMR	Bang	Advertisement	874665			3000.00			13F
3598	6/20/2013	Biocon Ltd	Bang	Advertisement	252890			31360.00			13F
3599	6/20/2013	KB Patil Clg	Thane	subscription	038939			4800.00		modern_college_vashi@yahoo.co.in	13F
3600	6/20/2013	Govt First Grade Clg	Shimoga	subscription	565380			300.00		gov.fgc.h@gmail.com	13F
3601	6/20/2013	Silkworm Seed Tech Lab	Bang	subscription	019236			4400.00		sstlbng@yahoo.com	13F
3602	6/20/2013	Techno Bks & periodicals	Delhi	subscription	311757			675.00		technobooks@yahoo.co.in	13F
3603	6/20/2013	Nehru Arts & Sci Clg	Kanhangad	subscription	372897			4800.00		librarynasc@gmail.com	13F
3604	6/20/2013	St Kabir School	Vadodara	subscription	405672			500.00		denis@stkabirschool.com	13F
3605	6/20/2013	Directorate of cold water Fisheries Research	Uttarahand	subscription	817861			4400.00			13F
3606	6/20/2013	College of Edn	Pune	subscription	300060			1500.00		abhinav_bed_college@yahoo.com	13F
3607	6/20/2013	Rahul	Lucknow	subscription	543147			650.00			13F
3608	6/20/2013	Markazul Uloom Kondotty	Malappuram	subscription	022330			500.00			13F
3609	6/20/2013	Regional Science Centre	Delhi	subscription	692379			500.00	HINDI		13F
3610	6/20/2013	AVKCW	Hassan	Invoice						avkc_hsn@hotmail.com	13F
3611	6/20/2013	Beena K	Kottayam	subscription	BANKTRANSFER			900.00			13F
3612	6/20/2013	Sri Vyasa NSS Clg	Thrissur	subscription	MO			798.00			13F
3613	6/21/2013	IIT	Kharagpur	Advertisement	720650			5250.00			13F
3614	6/21/2013	PRL	Ahmedabad	Advertisement	158189			5145.00			13F
3615	6/21/2013	Sri JCBM Clg	Sringeri	subscription	335386			1500.00			13F
3616	6/21/2013	JECRC University	Jaipur	subscription	489323			5650.00		info@jecrcuniversity.edu.in	13F
3617	6/21/2013	Union Christian Clg	Shillong	subscription	083313			1850.00			13F
3618	6/21/2013	APSA	Hyd	subscription	002366			3600.00			13F
3619	6/21/2013	APSA	Hyd	subscription	002380			1035.00			13F
3620	6/21/2013	Pragna Clg of Edn	RR Dist	subscription	939191			1200.00			13F
3621	6/21/2013	Bishop Moore Clg	Mavelikara	subscription	039342			4800.00		bpmoorecollege@gmail.com	13F
3622	6/21/2013	Farooqui	Aurangabad	subscription	BANKTRANSFER			2400.00			13F
3623	6/24/2013	Scott Christian College	Kanyakumari	subscription	867628			1250.00			13F
3624	6/24/2013	"VV Lakshmi, NSL"		subscription	BANKTRANSFER			3050.00		annapurna@niscair.res.in	13F
3625	6/24/2013	Sri Venkateswara Univ	Tirupati	subscription	965374			1330.00		drsb99@hotmail.com	13F
3626	6/24/2013	Govt Digvijay Clg	Rajnandgaon	subscription	244095			2250.00			13F
3627	6/24/2013	Gift School of Pharmacy	EG Dist	subscription	117976			3500.00			13F
3628	6/24/2013	BB Clg of Infm & Tech	Hyd	subscription	125466			500.00		ceo@bbcit.net	13F
3629	6/24/2013	Netaji Sci Clg (6998)		subscription	BANKTRANSFER			1300.00		netajisciencecollegemulchera@gmail.com	13F
3630	6/24/2013	St Xaviers Catholic Clg of Engg	Kanyamuri	subscription	870020			1500.00		josephsekhar@sxcce.edu.in	13F
3631	6/24/2013	MAM School of Engg	Trichy	subscription	564177			2350.00			13F
3632	6/24/2013	MP Council of Sci & Tech	Bhopal	subscription	013373			7000.00			13F
3633	6/24/2013	Clf od Agrl Biotech	Aurangabad	subscription	795310			1500.00			13F
3634	6/24/2013	VCP Dr PG Halakatti Clg of Engg & Tech	Bijapur	subscription	193476			4800.00			13F
3635	6/24/2013	KS Med Acad	Mangalore	Advertisement	087492			7000.00			13F
3636	6/24/2013	Tea Res Assoc	Kolkata	Advertisement	498147			12000.00			13F
3637	6/24/2013	Nirman Adv Ltd	New Delhi	Advertisement	952163			3400.00			13F
3638	6/24/2013	Gogte Clg of Commerce	Belgaum	subscription	260008			4800.00			13F
3639	6/24/2013	KV	Kolkata	subscription	484892			1500.00		kvcossipore@rediffmail.com	13F
3640	6/24/2013	MES Clg of Engg	Kuttipuram	subscription	133031			400.00			13F
3641	6/24/2013	Universal Teachers Trg Clg	Dausa	subscription	088472			350.00	retd short payment		13F
3642	6/24/2013	Govt Girls Clg	Durg	Invoice							13F
3643	6/24/2013	Ibrahim M	Manjeri	subscription	MO			2350.00			13F
3644	6/24/2013	Creative Books	Mumbai	subscription	773202			270.00			13F
3645	6/24/2013	Alagappa Univ	Karaikudi	subscription	383546			4000.00			13F
3646	6/24/2013	Govt Degree Clg	Medak	subscription	361915			4800.00			13F
3647	6/24/2013	JNIT	Hyd	subscription	822022			1450.00		jnit.ac.in	13F
3648	6/25/2013	Timely Mgm	Mumbai	subscription	000006			900.00			13F
3649	6/25/2013	A& A Periodicals	New Delhi	subscription	484825			4275.00			13F
3650	6/25/2013	DGCN Clg of Vet & Animal Sci	Palampur	Advertisement	304055			4000.00			13F
3651	6/25/2013	Rao Pahld Singh Group of Inst	Haryana	subscription	300187			800.00		college@rpsinstitutions.org	13F
3652	6/25/2013	Central Library	Jammu	subscription	377143			800.00			13F
3653	6/25/2013	Father Muller Charit Inst	Mangalore	subscription	748472			4000.00		muller@bsnl.in	13F
3654	6/25/2013	JK Lakshmipat Univ	Jaipur	subscription	003596			400.00		vc@jklu.edu.in	13F
3655	6/25/2013	Rishi Valley School	Chittoor	subscription	470443			500.00		office@rishivalley.org	13F
3656	6/25/2013	RA Univ	Pusa	subscription	145239			5450.00			13F
3657	6/25/2013	MP Clg of Tech	Gwalior	subscription	569660			1250.00			13F
3658	6/25/2013	Assam sci Tech and Envir	Guwahati	subscription	758997			4500.00			13F
3659	6/25/2013	Caarmel Engg Clg	Pathanamitta	subscription	722384			400.00			13F
3660	6/25/2013	VN South Gujarat Univ	Surat	Invoice						info@vnsgu.ac.in	13F
3661	6/25/2013	Enmanuel Clg of Edn	Visak	subscription	898410			2650.00			13F
3662	6/26/2013	Sree Narayanan Clg	Nattika	subscription	002360			400.00			13F
3663	6/26/2013	SRM Univ	Kancheepuram	subscription	779652			7000.00			13F
3664	6/26/2013	Chettinad Hospital & Res Inst	Kanchipuram	Advertisement	000668			5250.00			13F
3665	6/26/2013	Magnum Intergrafiks P Ltd	Mangalore	Advertisement	061147			5950.00			13F
3666	6/26/2013	JNCASR	Bangalore	Advertisement	871715			31185.00			13F
3667	6/26/2013	Manonmaniam Sunda Univ	Tirunelveli	subscription	249477			3300.00			13F
3668	6/26/2013	Manonmaniam Sundaranar Univ	Tirunelveli	subscription	249476			50000.00			13F
3669	6/26/2013	Sree Jayendrapuri Arts Sci Clg	Bharuch	subscription	220831			2950.00			13F
3670	6/26/2013	Shree Agarsen girls PG Clg	Varnasi	subscription	303971			4250.00	HINDI		13F
3671	6/26/2013	SJJT Univ	Mumbai	subscription	728366			2500.00		srss1986@yahoo.co.in	13F
3672	6/26/2013	MIA	Chennai	subscription	950361			360.00			13F
3673	6/26/2013	AP Science Clg	Raigad	subscription	439803			2800.00		principalapse@yahoo.co.in	13F
3674	6/26/2013	CIFE	Mumbai	Invoice							13F
3675	6/27/2013	Clg of Teacher Edn	Shillong	subscription	BANKTRANSFER			2000.00			13F
3676	6/27/2013	Vijoya Subs	Kolkata	subscription	049121			2655.00			13F
3677	6/27/2013	3016	Bhopal	subscription	011960			4500.00	HINDI		13F
3678	6/27/2013	5232	Rewa	subscription	689306			4800.00			13F
3679	6/27/2013	NIM	Mumbai	Advertisement	416724			7000.00			13F
3680	6/27/2013	Central Univ	Thiruvarur	subscription	699609			3300.00			13F
3681	6/28/2013	Pradeep Kumar	Trivandrum	subscription	479549			700.00			13F
3682	6/28/2013	Dinesh Kumar	Varnasi	subscription	394312			1250.00		dinesh1953@yahoo.com	13F
3683	6/28/2013	Dr VRK Clg of Engg & tech	Karimnagar	subscription	224633			2350.00		vrkj92@gmail.com	13F
3684	6/28/2013	Mona R Kajarwal Dr	Mumbai	subscription	858264			4500.00		monabansal@gmail.com	13F
3685	6/28/2013	MT Naicker Clg	Madurai	subscription	165781			4800.00		princemtnc@yahoo.co.in	13F
3686	6/28/2013	Kanthis Arts Sci Clg	Mudhol	subscription	242392			4800.00			13F
3687	6/28/2013	Cs Pochee & sn	Mumbai	subscription	701798					varadk11@rediffmail.com	13F
3688	6/28/2013	IP Bks & Subs	Erode	subscription	324812			1950.00		jpsubscriptions@gmail.com	13F
3689	6/28/2013	Cept of Cleegiate Edn	Bijapur	subscription	302479			10800.00		principalgfgcb@gmail.com	13F
3690	6/29/2013	INSA	New Delhi	SEP	013483			2500000.00			13F
3691	7/1/2013	IBH	Chennai	subscription	291662			1035.00			13G
3692	7/1/2013	Rajiv Gandhi Centre for Biotech	Trivandrum	Advertisement	334745			9000.00			13G
3693	7/1/2013	MG M Clg	Udupi	subscription  563-564	067590			2400.00		principal_mgm@yahoo.co.in	13G
3694	7/1/2013	Karpagam Univ	Coimbatore	Advertisement	939727			5250.00		info@karpagamuniversity.ac.in	13G
3695	7/1/2013	Sukdeva Krishna Clg of Edn for Girls	Moga	subscription  666	950665			800.00			13G
3696	7/1/2013	Dr Br Ambedkar Univ	Srikakulam	subscription 775032	775025			6000.00			13G
3697	7/1/2013	JMJ Clg for W	Tenali	subscription  387164	387161			2650.00	RETD 387164 NOT OUR JNL RS 650		13G
3698	7/1/2013	Swami Devi Dyal Clg of Tech Edn	Panchkula	subscription	000148			2750.00			13G
3699	7/1/2013	Siddhartha Degree & PG Clg	Warngal	subscription	394603			600.00		siddharthdegreepg@gmail.com	13G
3700	7/1/2013	Sri Venkateswara Univ	Tirupati	subscription	965302			7000.00		svulibrary@rediffmail.com	13G
3701	7/1/2013	Chhaju Ram Clg of Edn	Hisar	subscription	263206			4150.00			13G
3702	7/1/2013	Sree Naryana Central School	Kayamkulam	subscription	578911			1900.00		sncskylm@hotmail.com	13G
3703	7/1/2013	RR Mahavidyalaya	Sangli	subscription	994905			2600.00			13G
3704	7/1/2013	Rayalaseema University	Kurnool	subscription	933379			7000.00			13G
3705	7/1/2013	Sree Narayam Clg	Kollam	subscription	574382			4300.00		snckollam@gmail.com	13G
3706	7/1/2013	Katwa Clg	Burdwan	subscription	040965			500.00		bed@katwacollege.org	13G
3707	7/1/2013	CNA	New Delhi	subscription	403417			675.00			13G
3708	7/1/2013	CNA	New Delhi	subscription	403400			1800.00			13G
3709	7/1/2013	Sreshta	Bang	Advertisement	012617			10200.00			13G
3710	7/1/2013	Michael Job Clg of Arts &Sci for W	Coimbatore	subscription	894371			3850.00		michaeljobcollegeofarts@gmail.com	13G
3711	7/1/2013	KSG Clg of Arts & Sci	Coimbatore	subscription	102554			1800.00			13G
3712	7/1/2013	CPRI	Bang	subscription	037979			900.00			13G
3713	7/1/2013	Ganesh P N	Thrissur	subscription	BANKTRANSFER			400.00			13G
3714	7/2/2013	Refresher Course	Bang	subscription (32)	RC2013			200.00			13G
3715	7/2/2013	Univ of Hyd	Hyd	Advertisement	543969			4000.00			13G
3716	7/2/2013	Dhanalakshmi Clg of Engg	Chennai	subscription	606442			4800.00		dce405@gmail.com	13G
3717	7/2/2013	MPMMSN rustee Clg	Palakkad	subscription	784454			750.00			13G
